Symbol,Industry,gt_10pc_gth,future_price_gth,Stacked_mdl_prob,nn_mdl_prob,avg_mdl_prob,Top30_ret,Top100_ret,largest_drawdown,Top30_ret_ddown
SQNS,Semiconductors,0.0,-0.3063291139240506,0.48711708,0.70321244,0.5951648,0.06268903518696232,0.05594483796721389,-0.832214765100671,0.05303723510093251
VIPS,Internet Retail,0.0,-0.14916119620714818,0.5051222,0.7589186,0.63202035,0.06268903518696232,0.05594483796721389,-0.8349184782608696,0.05303723510093251
QTNT,Diagnostics & Research,0.0,-0.31518151815181505,0.48817343,0.5664186,0.527296,0.06268903518696232,0.05594483796721389,-0.8380555555555554,0.05303723510093251
SECO,Internet Retail,0.0,-0.0636704119850187,0.44671294,0.61255157,0.5296323,0.06268903518696232,0.05594483796721389,-0.8385308385308385,0.05303723510093251
PACB,Diagnostics & Research,0.0,-0.19258114374034005,0.4564697,0.58400565,0.5202377,0.06268903518696232,0.05594483796721389,-0.843869002284844,0.05303723510093251
JG,Software-Application,0.0,0.020895522388059654,0.7200251,0.4795024,0.59976375,0.06268903518696232,0.05594483796721389,-0.8485714285714285,0.05303723510093251
SMSI,Software-Application,0.0,-0.18396226415094338,0.6227256,0.4820054,0.5523655,0.06268903518696232,0.05594483796721389,-0.8537735849056605,0.05303723510093251
OBSV,Biotechnology,0.0,-0.22067039106145253,0.69169843,0.35627642,0.5239874,0.06268903518696232,0.05594483796721389,-0.8663338879645035,0.05303723510093251
CODX,Diagnostics & Research,0.0,-0.3465732087227414,0.53542477,0.58014965,0.5577872,0.06268903518696232,0.05594483796721389,-0.87184,0.05303723510093251
CDNA,Diagnostics & Research,0.0,0.05900824283658237,0.50261235,0.5831466,0.54287946,0.06268903518696232,0.05594483796721389,-0.8799999999999999,0.05303723510093251
LEDS,Semiconductors,1.0,4.381990023628249,0.60969704,0.53456134,0.5721292,0.06268903518696232,0.05594483796721389,-0.8955714285714286,0.05303723510093251
EGO,Gold,0.0,0.034790365744870544,0.27229047,0.75729084,0.51479065,0.06268903518696232,0.05594483796721389,-0.9056126776726997,0.05303723510093251
MOTS,Diagnostics & Research,0.0,-0.20138888888888892,0.56332374,0.5829963,0.57316005,0.06268903518696232,0.05594483796721389,-0.9062865090403338,0.05303723510093251
PFMT,Specialty Business Services,1.0,3.5887850467289715,0.4583096,0.61881214,0.53856087,0.06268903518696232,0.05594483796721389,-0.9097744360902256,0.05303723510093251
CMCM,Software-Application,0.0,0.08962264150943393,0.9077971,0.8173096,0.86255336,0.06268903518696232,0.05594483796721389,-0.9273397487018626,0.05303723510093251
DBD,Software-Application,0.0,0.054172767203513925,0.68309826,0.59743536,0.6402668,0.06268903518696232,0.05594483796721389,-0.9274511460679395,0.05303723510093251
MOGU,Internet Retail,0.0,-0.31739130434782603,0.46527568,0.8524968,0.65888625,0.06268903518696232,0.05594483796721389,-0.9305218446601942,0.05303723510093251
STIM,Diagnostics & Research,0.0,-0.1883153715258082,0.50440866,0.5855388,0.54497373,0.06268903518696232,0.05594483796721389,-0.9446293494704993,0.05303723510093251
NMRD,Medical Devices,1.0,2.5388235294117645,0.7649529,0.7608609,0.7629069,0.06268903518696232,0.05594483796721389,-0.9558333333333333,0.05303723510093251
ALPN,Biotechnology,0.0,-0.2501942501942501,0.63072866,0.42650366,0.5286162,0.06268903518696232,0.05594483796721389,-0.9575721862109605,0.05303723510093251
TRIB,Diagnostics & Research,0.0,-0.2976939203354297,0.5504517,0.5628139,0.55663276,0.06268903518696232,0.05594483796721389,-0.959519790499929,0.05303723510093251
DRIO,Diagnostics & Research,0.0,-0.077100646352724,0.5731888,0.56232774,0.56775826,0.06268903518696232,0.05594483796721389,-0.9612588026489055,0.05303723510093251
TTOO,Diagnostics & Research,0.0,-0.36180904522613067,0.5252979,0.56767744,0.5464877,0.06268903518696232,0.05594483796721389,-0.974789644012945,0.05303723510093251
IZEA,Internet Content & Information,0.0,-0.3945720250521921,0.5548216,0.5791372,0.5669794,0.06268903518696232,0.05594483796721389,-0.98,0.05303723510093251
SUNW,Solar,0.0,-0.48647125140924463,0.6149138,0.6727858,0.64384985,0.06268903518696232,0.05594483796721389,-0.9830554303740424,0.05303723510093251
HTBX,Biotechnology,0.0,-0.06531204644412182,0.6103352,0.7769999,0.69366753,0.06268903518696232,0.05594483796721389,-0.9966618287373005,0.05303723510093251
BIOC,Diagnostics & Research,0.0,-0.26064735945485523,0.53786933,0.5824153,0.5601423,0.06268903518696232,0.05594483796721389,-0.9990506329113924,0.05303723510093251
AMWL,Health Information Services,0.0,-0.6427562835357243,0.7751463,0.65833336,0.71673983,0.06268903518696232,0.05594483796721389,,0.05303723510093251
FTHM,Real Estate Services,0.0,-0.17703096057157972,0.64802194,0.5896868,0.6188544,0.06268903518696232,0.05594483796721389,,0.05303723510093251
AEI,Real Estate-Development,0.0,-0.23296354992076068,0.4115028,0.70551634,0.5585096,0.06268903518696232,0.05594483796721389,,0.05303723510093251
SUMO,Software-Application,0.0,-0.42022667829119437,0.5950328,0.4832631,0.539148,0.06268903518696232,0.05594483796721389,,0.05303723510093251
SHC,Diagnostics & Research,0.0,-0.03794557301648135,0.518839,0.5403722,0.5296056,0.06268903518696232,0.05594483796721389,,0.05303723510093251
HCDI,Real Estate-Development,1.0,0.10491803278688534,0.37326413,0.6845505,0.5289073,0.06268903518696232,0.05594483796721389,,0.05303723510093251
LESL,Home Improvement Retail,0.0,0.040559440559440565,0.657811,0.38140762,0.51960933,0.06268903518696232,0.05594483796721389,,0.05303723510093251
BIGC,Software-Application,0.0,-0.3081060795596697,0.5544957,0.48122418,0.51785994,0.06268903518696232,0.05594483796721389,,0.05303723510093251
DCBO,Software-Application,0.0,0.05388978930307949,0.45646387,0.5751937,0.5158288,0.06268903518696232,0.05594483796721389,,0.05303723510093251
NCNO,Software-Application,0.0,-0.13486750348675036,0.6331322,0.39414012,0.5136362,0.06268903518696232,0.05594483796721389,,0.05303723510093251
ZI,Software-Application,0.0,-0.07935846698604447,0.60102093,0.42239425,0.5117076,0.06268903518696232,0.05594483796721389,,0.05303723510093251
